device_name,hardware_key,asset_code,alarm_code,alarm_name,description,severity,category,start_utc,end_utc,duration_min,is_resolved,resolved_by,flag,target_morning_overlap
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-27T18:50:00,2026-04-27T18:54:00,4.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-27T18:56:00,2026-04-27T19:03:00,7.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-27T19:04:00,2026-04-27T22:16:00,192.0,True,Unable to verify name,,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-04-27T19:11:40,2026-04-28T16:24:19,1272.7,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-27T20:33:00,2026-04-27T20:37:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-27T21:30:00,2026-04-27T21:34:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-27T21:31:00,2026-04-27T21:35:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-27T22:18:00,2026-04-27T22:29:00,11.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-27T22:31:00,2026-04-28T00:34:00,123.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T00:36:00,2026-04-28T03:35:00,179.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T03:36:00,2026-04-28T05:13:00,97.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T05:14:00,2026-04-28T05:36:00,22.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T05:38:00,2026-04-28T08:27:00,169.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-28T08:02:00,2026-04-28T08:04:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-28T08:10:00,2026-04-28T08:14:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-28T08:28:00,2026-04-28T08:40:00,12.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T08:40:00,2026-04-28T09:16:00,36.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T09:18:00,2026-04-28T09:23:00,5.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T09:24:00,2026-04-28T10:13:00,49.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T10:14:00,2026-04-28T14:42:00,268.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T14:44:00,2026-04-28T15:18:00,34.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T15:22:00,2026-04-28T15:26:00,4.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T15:28:00,2026-04-28T15:48:00,20.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T15:50:00,2026-04-28T16:29:00,39.0,True,Unable to verify name,,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 3 test suites failed out of 5 (10 new messages)",0,4,2026-04-28T16:24:19,2026-04-29T13:47:32,1283.2,True,Unable to verify name,,2026-04-29
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T16:32:00,2026-04-28T16:44:00,12.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T16:45:00,2026-04-28T17:22:00,37.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T17:24:00,2026-04-28T17:30:00,6.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T17:34:00,2026-04-28T18:20:00,46.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-28T18:18:00,2026-04-28T18:20:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T18:22:00,2026-04-28T18:48:00,26.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T18:50:00,2026-04-28T19:02:00,12.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T19:04:00,2026-04-28T19:38:00,34.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T19:40:00,2026-04-28T21:04:00,84.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T21:06:00,2026-04-28T21:28:00,22.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T21:30:00,2026-04-28T21:58:00,28.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T22:02:00,2026-04-28T22:50:00,48.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-28T22:08:00,2026-04-28T22:10:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-28T22:22:00,2026-04-28T22:26:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-28T23:14:00,2026-04-29T00:48:00,94.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T00:52:00,2026-04-29T00:59:00,7.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-29T00:55:00,2026-04-29T00:59:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T01:00:00,2026-04-29T01:03:00,3.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T01:04:00,2026-04-29T01:34:00,30.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T01:35:00,2026-04-29T02:24:00,49.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T03:15:00,2026-04-29T03:18:00,3.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T03:20:00,2026-04-29T04:07:00,47.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T04:08:00,2026-04-29T04:38:00,30.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T04:42:00,2026-04-29T04:52:00,10.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T04:53:00,2026-04-29T05:07:00,14.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T05:08:00,2026-04-29T06:16:00,68.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T06:18:00,2026-04-29T07:06:00,48.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T07:07:00,2026-04-29T07:25:00,18.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T07:26:00,2026-04-29T07:56:00,30.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T07:57:00,2026-04-29T08:00:00,3.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T08:02:00,2026-04-29T08:39:00,37.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T08:40:00,2026-04-29T10:02:00,82.0,True,Unable to verify name,,2026-04-29
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-04-29T08:57:00,2026-04-29T08:59:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T10:04:00,2026-04-29T10:11:00,7.0,True,Unable to verify name,,2026-04-29
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T10:12:00,2026-04-29T11:54:00,102.0,True,Unable to verify name,,2026-04-29
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T11:58:00,2026-04-29T12:08:00,10.0,True,Unable to verify name,,2026-04-29
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-04-29T12:12:00,2026-04-29T15:03:00,171.0,True,Unable to verify name,,2026-04-29
